GISLINK,FOLIO,PID,LEGAL_TYPE,UNIT,HOUSE,STREET,taxyear,assess_abbreviation,assess_type,land_gross,land_net,impr_gross,impr_net,Exemption,ObjectId
V02431023,3243024,017-503-914,STRATA,,172,BUSHBY ST,2025,Residential,SCHOOL,834000,834000,292000,292000,0,38891
V02431024,3243025,017-503-922,STRATA,,176,BUSHBY ST,2025,Residential,GENERAL,833000,833000,387000,387000,0,38892
V02431024,3243025,017-503-922,STRATA,,176,BUSHBY ST,2025,Residential,SCHOOL,833000,833000,387000,387000,0,38893
V02431025,3243026,017-503-931,STRATA,,174,BUSHBY ST,2025,Residential,GENERAL,1100000,1100000,1137000,1137000,0,38894
V02431025,3243026,017-503-931,STRATA,,174,BUSHBY ST,2025,Residential,SCHOOL,1100000,1100000,1137000,1137000,0,38895
027-427-226,3243028,027-427-226,STRATA,1,1461,MAY ST,2025,Residential,GENERAL,621000,621000,103000,103000,0,38896
027-427-226,3243028,027-427-226,STRATA,1,1461,MAY ST,2025,Residential,SCHOOL,621000,621000,103000,103000,0,38897
027-427-234,3243029,027-427-234,STRATA,2,1461,MAY ST,2025,Residential,GENERAL,685000,685000,118000,118000,0,38898
027-427-234,3243029,027-427-234,STRATA,2,1461,MAY ST,2025,Residential,SCHOOL,685000,685000,118000,118000,0,38899
027-427-242,3243030,027-427-242,STRATA,3,1461,MAY ST,2025,Residential,GENERAL,598000,598000,95100,95100,0,38900
027-427-242,3243030,027-427-242,STRATA,3,1461,MAY ST,2025,Residential,SCHOOL,598000,598000,95100,95100,0,38901
027-427-251,3243031,027-427-251,STRATA,4,1461,MAY ST,2025,Residential,GENERAL,732000,732000,100000,100000,0,38902
027-427-251,3243031,027-427-251,STRATA,4,1461,MAY ST,2025,Residential,SCHOOL,732000,732000,100000,100000,0,38903
029-792-053,3243032,029-792-053,STRATA,,1407,MAY ST,2025,Residential,GENERAL,968000,968000,505000,505000,0,38904
029-792-053,3243032,029-792-053,STRATA,,1407,MAY ST,2025,Residential,SCHOOL,968000,968000,505000,505000,0,38905
029-792-061,3243033,029-792-061,STRATA,,1409,MAY ST,2025,Residential,GENERAL,968000,968000,509000,509000,0,38906
029-792-061,3243033,029-792-061,STRATA,,1409,MAY ST,2025,Residential,SCHOOL,968000,968000,509000,509000,0,38907
031-592-473,3243034,031-592-473,STRATA,1,1417,MAY ST,2025,Residential,GENERAL,850000,850000,164000,164000,0,38908
031-592-473,3243034,031-592-473,STRATA,1,1417,MAY ST,2025,Residential,SCHOOL,850000,850000,164000,164000,0,38909
031-592-481,3243035,031-592-481,STRATA,2,1417,MAY ST,2025,Residential,GENERAL,850000,850000,164000,164000,0,38910
031-592-481,3243035,031-592-481,STRATA,2,1417,MAY ST,2025,Residential,SCHOOL,850000,850000,164000,164000,0,38911
031-592-490,3243036,031-592-490,STRATA,3,1417,MAY ST,2025,Residential,GENERAL,936000,936000,167000,167000,0,38912
031-592-490,3243036,031-592-490,STRATA,3,1417,MAY ST,2025,Residential,SCHOOL,936000,936000,167000,167000,0,38913
031-592-503,3243037,031-592-503,STRATA,4,1417,MAY ST,2025,Residential,GENERAL,936000,936000,167000,167000,0,38914
031-592-503,3243037,031-592-503,STRATA,4,1417,MAY ST,2025,Residential,SCHOOL,936000,936000,167000,167000,0,38915
03244001,3244001,009-137-203,LAND,,195,JOSEPH ST,2025,Recreational,GENERAL,1047000,0,129000,0,1176000,38916
03244001,3244001,009-137-203,LAND,,195,JOSEPH ST,2025,Recreational,SCHOOL,1047000,0,129000,0,1176000,38917
031-288-073,3241092,031-288-073,STRATA,,1480,DALLAS RD,2025,Residential,GENERAL,1162000,1162000,478000,478000,0,38918
03245016,3245016,009-137-122,LAND,,148,JOSEPH ST,2025,Residential,GENERAL,1101000,1101000,542000,542000,0,38919
03244004,3244004,009-139-516,LAND,,164,EBERTS ST,2025,Residential,GENERAL,987000,987000,289000,289000,0,38920
03245045,3245045,009-148-302,LAND,,181,OLIVE ST,2025,Residential,GENERAL,992000,0,0,0,992000,38921
03246021,3246021,006-437-630,LAND,,120,OLIVE ST,2025,Residential,SCHOOL,1103000,1103000,728000,728000,0,38922
031-288-073,3241092,031-288-073,STRATA,,1480,DALLAS RD,2025,Residential,SCHOOL,1162000,1162000,478000,478000,0,38923
03245045,3245045,009-148-302,LAND,,181,OLIVE ST,2025,Residential,SCHOOL,992000,0,0,0,992000,38924
03244004,3244004,009-139-516,LAND,,164,EBERTS ST,2025,Residential,SCHOOL,987000,987000,289000,289000,0,38925
000-147-541,3242028,000-147-541,STRATA,202,1540,DALLAS RD,2025,Residential,GENERAL,673000,673000,25100,25100,0,38926
03245046,3245046,002-117-941,LAND,,185,OLIVE ST,2025,Residential,GENERAL,1103000,1103000,322000,322000,0,38927
031-288-081,3241093,031-288-081,STRATA,,1482,DALLAS RD,2025,Residential,GENERAL,1162000,1162000,492000,492000,0,38928
000-147-541,3242028,000-147-541,STRATA,202,1540,DALLAS RD,2025,Residential,SCHOOL,673000,673000,25100,25100,0,38929
03245046,3245046,002-117-941,LAND,,185,OLIVE ST,2025,Residential,SCHOOL,1103000,1103000,322000,322000,0,38930
031-288-081,3241093,031-288-081,STRATA,,1482,DALLAS RD,2025,Residential,SCHOOL,1162000,1162000,492000,492000,0,38931
000-147-559,3242029,000-147-559,STRATA,203,1540,DALLAS RD,2025,Residential,GENERAL,930000,930000,36900,36900,0,38932
03246022,3246022,009-136-894,LAND,,116,OLIVE ST,2025,Residential,GENERAL,1103000,1103000,293000,293000,0,38933
03244005,3244005,000-589-276,LAND,,160,EBERTS ST,2025,Residential,GENERAL,1103000,1103000,544000,544000,0,38934
03245047,3245047,004-582-373,LAND,,191,OLIVE ST,2025,Residential,GENERAL,1103000,1103000,389000,389000,0,38935
03242001,3242001,008-386-013,LAND,,91,EBERTS ST,2025,Residential,GENERAL,1339000,1339000,275000,275000,0,38936
000-147-559,3242029,000-147-559,STRATA,203,1540,DALLAS RD,2025,Residential,SCHOOL,930000,930000,36900,36900,0,38937
03246022,3246022,009-136-894,LAND,,116,OLIVE ST,2025,Residential,SCHOOL,1103000,1103000,293000,293000,0,38938
03244005,3244005,000-589-276,LAND,,160,EBERTS ST,2025,Residential,SCHOOL,1103000,1103000,544000,544000,0,38939
03245047,3245047,004-582-373,LAND,,191,OLIVE ST,2025,Residential,SCHOOL,1103000,1103000,389000,389000,0,38940
03242001,3242001,008-386-013,LAND,,91,EBERTS ST,2025,Residential,SCHOOL,1339000,1339000,275000,275000,0,38941
000-147-567,3242030,000-147-567,STRATA,301,1540,DALLAS RD,2025,Residential,GENERAL,954000,954000,40600,40600,0,38942
03246023,3246023,009-136-916,LAND,,112,OLIVE ST,2025,Residential,GENERAL,1103000,1103000,149000,149000,0,38943
03244006,3244006,000-001-554,LAND,,156,EBERTS ST,2025,Residential,GENERAL,1103000,1103000,230000,230000,0,38944
03245048,3245048,009-136-932,LAND,,195,OLIVE ST,2025,Residential,GENERAL,1103000,1103000,295000,295000,0,38945
03242002,3242002,007-874-812,LAND,,155,BUSHBY ST,2025,Residential,GENERAL,1163000,1163000,287000,287000,0,38946
000-147-567,3242030,000-147-567,STRATA,301,1540,DALLAS RD,2025,Residential,SCHOOL,954000,954000,40600,40600,0,38947
03246023,3246023,009-136-916,LAND,,112,OLIVE ST,2025,Residential,SCHOOL,1103000,1103000,149000,149000,0,38948
03244006,3244006,000-001-554,LAND,,156,EBERTS ST,2025,Residential,SCHOOL,1103000,1103000,230000,230000,0,38949
03245048,3245048,009-136-932,LAND,,195,OLIVE ST,2025,Residential,SCHOOL,1103000,1103000,295000,295000,0,38950
03242002,3242002,007-874-812,LAND,,155,BUSHBY ST,2025,Residential,SCHOOL,1163000,1163000,287000,287000,0,38951
000-147-575,3242031,000-147-575,STRATA,302,1540,DALLAS RD,2025,Residential,GENERAL,684000,684000,27600,27600,0,38952
03246024,3246024,007-400-179,LAND,,1324,GEORGE ST,2025,Residential,GENERAL,945000,945000,207000,207000,0,38953
03244007,3244007,008-418-276,LAND,,150,EBERTS ST,2025,Residential,GENERAL,1103000,1103000,256000,256000,0,38954
V02451001,3245049,009-139-737,LAND,,199,OLIVE ST,2025,Residential,GENERAL,808000,808000,728000,728000,0,38955
03242004,3242004,000-043-931,LAND,,163,BUSHBY ST,2025,Residential,GENERAL,1163000,1163000,783000,783000,0,38956
000-147-575,3242031,000-147-575,STRATA,302,1540,DALLAS RD,2025,Residential,SCHOOL,684000,684000,27600,27600,0,38957
03246024,3246024,007-400-179,LAND,,1324,GEORGE ST,2025,Residential,SCHOOL,945000,945000,207000,207000,0,38958
03244007,3244007,008-418-276,LAND,,150,EBERTS ST,2025,Residential,SCHOOL,1103000,1103000,256000,256000,0,38959
V02451001,3245049,009-139-737,LAND,,199,OLIVE ST,2025,Residential,SCHOOL,808000,808000,728000,728000,0,38960
03242004,3242004,000-043-931,LAND,,163,BUSHBY ST,2025,Residential,SCHOOL,1163000,1163000,783000,783000,0,38961
000-147-583,3242032,000-147-583,STRATA,303,1540,DALLAS RD,2025,Residential,GENERAL,945000,945000,40700,40700,0,38962
03246025,3246025,009-140-051,LAND,,1318,GEORGE ST,2025,Residential,GENERAL,945000,945000,175000,175000,0,38963
03244008,3244008,009-137-335,LAND,,148,EBERTS ST,2025,Residential,GENERAL,1103000,1103000,194000,194000,0,38964
03242006,3242006,004-787-595,LAND,,171,BUSHBY ST,2025,Residential,GENERAL,1107000,1107000,488000,488000,0,38965
V02451049,3245050,009-139-753,LAND,,197,OLIVE ST,2025,Residential,GENERAL,846000,846000,730000,730000,0,38966
000-147-583,3242032,000-147-583,STRATA,303,1540,DALLAS RD,2025,Residential,SCHOOL,945000,945000,40700,40700,0,38967
03246025,3246025,009-140-051,LAND,,1318,GEORGE ST,2025,Residential,SCHOOL,945000,945000,175000,175000,0,38968
03244008,3244008,009-137-335,LAND,,148,EBERTS ST,2025,Residential,SCHOOL,1103000,1103000,194000,194000,0,38969
03242006,3242006,004-787-595,LAND,,171,BUSHBY ST,2025,Residential,SCHOOL,1107000,1107000,488000,488000,0,38970
V02451049,3245050,009-139-753,LAND,,197,OLIVE ST,2025,Residential,SCHOOL,846000,846000,730000,730000,0,38971
03242007,3242007,009-136-487,LAND,,175,BUSHBY ST,2025,Residential,GENERAL,1218000,1218000,902000,902000,0,38972
03244009,3244009,000-026-514,LAND,,144,EBERTS ST,2025,Residential,GENERAL,1103000,1103000,1166000,1166000,0,38973
000-147-591,3242033,000-147-591,STRATA,401,1540,DALLAS RD,2025,Residential,GENERAL,970000,970000,43100,43100,0,38974
V02451052,3245051,031-238-955,LAND,,1340,GEORGE ST,2025,Residential,GENERAL,970000,970000,510000,510000,0,38975
03246026,3246026,000-199-281,LAND,,1314,GEORGE ST,2025,Residential,GENERAL,945000,945000,154000,154000,0,38976
03242007,3242007,009-136-487,LAND,,175,BUSHBY ST,2025,Residential,SCHOOL,1218000,1218000,902000,902000,0,38977
03244009,3244009,000-026-514,LAND,,144,EBERTS ST,2025,Residential,SCHOOL,1103000,1103000,1166000,1166000,0,38978
000-147-591,3242033,000-147-591,STRATA,401,1540,DALLAS RD,2025,Residential,SCHOOL,970000,970000,43100,43100,0,38979
V02451052,3245051,031-238-955,LAND,,1340,GEORGE ST,2025,Residential,SCHOOL,970000,970000,510000,510000,0,38980
03246026,3246026,000-199-281,LAND,,1314,GEORGE ST,2025,Residential,SCHOOL,945000,945000,154000,154000,0,38981
03242008,3242008,009-137-874,LAND,,179,BUSHBY ST,2025,Residential,GENERAL,1218000,1218000,685000,685000,0,38982
03244010,3244010,003-166-783,LAND,,142,EBERTS ST,2025,Residential,GENERAL,1103000,1103000,231000,231000,0,38983
000-147-605,3242034,000-147-605,STRATA,402,1540,DALLAS RD,2025,Residential,GENERAL,696000,696000,28700,28700,0,38984
V02451053,3245052,031-691-471,LAND,,1336,GEORGE ST,2025,Residential,GENERAL,942000,942000,146000,146000,0,38985
03246027,3246027,009-136-771,LAND,,65,MOSS ST,2025,Residential,GENERAL,1104000,1104000,302000,302000,0,38986
03242008,3242008,009-137-874,LAND,,179,BUSHBY ST,2025,Residential,SCHOOL,1218000,1218000,685000,685000,0,38987
03244010,3244010,003-166-783,LAND,,142,EBERTS ST,2025,Residential,SCHOOL,1103000,1103000,231000,231000,0,38988
V02451053,3245052,031-691-471,LAND,,1336,GEORGE ST,2025,Residential,SCHOOL,942000,942000,146000,146000,0,38989
03246027,3246027,009-136-771,LAND,,65,MOSS ST,2025,Residential,SCHOOL,1104000,1104000,302000,302000,0,38990
03242009,3242009,007-825-242,LAND,,183,BUSHBY ST,2025,Residential,GENERAL,1163000,1163000,295000,295000,0,38991
03244011,3244011,009-137-360,LAND,,138,EBERTS ST,2025,Residential,GENERAL,1104000,1104000,331000,331000,0,38992
03242009,3242009,007-825-242,LAND,,183,BUSHBY ST,2025,Residential,SCHOOL,1163000,1163000,295000,295000,0,38993
03246028,3246028,000-017-981,LAND,,69,MOSS ST,2025,Residential,GENERAL,1103000,1103000,327000,327000,0,38994
03244011,3244011,009-137-360,LAND,,138,EBERTS ST,2025,Residential,SCHOOL,1104000,1104000,331000,331000,0,38995
03246002,3246002,009-139-907,LAND,,1325,MAY ST,2025,Residential,GENERAL,761000,761000,286000,286000,0,38996
000-147-605,3242034,000-147-605,STRATA,402,1540,DALLAS RD,2025,Residential,SCHOOL,696000,696000,28700,28700,0,38997
03242010,3242010,003-843-211,LAND,,150,MEMORIAL CRES,2025,Residential,GENERAL,1076000,1076000,184000,184000,0,38998
03246028,3246028,000-017-981,LAND,,69,MOSS ST,2025,Residential,SCHOOL,1103000,1103000,327000,327000,0,38999
03244012,3244012,000-333-221,LAND,,132,EBERTS ST,2025,Residential,GENERAL,1104000,1104000,272000,272000,0,39000
03245016,3245016,009-137-122,LAND,,148,JOSEPH ST,2025,Residential,SCHOOL,1101000,1101000,542000,542000,0,39001
03246002,3246002,009-139-907,LAND,,1325,MAY ST,2025,Residential,SCHOOL,761000,761000,286000,286000,0,39002
000-147-613,3242035,000-147-613,STRATA,403,1540,DALLAS RD,2025,Residential,GENERAL,961000,961000,43200,43200,0,39003
03242010,3242010,003-843-211,LAND,,150,MEMORIAL CRES,2025,Residential,SCHOOL,1076000,1076000,184000,184000,0,39004
03246029,3246029,009-136-738,LAND,,73,MOSS ST,2025,Residential,GENERAL,1103000,1103000,253000,253000,0,39005
03244012,3244012,000-333-221,LAND,,132,EBERTS ST,2025,Residential,SCHOOL,1104000,1104000,272000,272000,0,39006
03245017,3245017,003-521-125,LAND,,144,JOSEPH ST,2025,Residential,GENERAL,1101000,1101000,1196000,1196000,0,39007
03246003,3246003,004-723-953,LAND,,1327,MAY ST,2025,Residential,GENERAL,804000,804000,231000,231000,0,39008
000-147-613,3242035,000-147-613,STRATA,403,1540,DALLAS RD,2025,Residential,SCHOOL,961000,961000,43200,43200,0,39009
03242011,3242011,009-139-443,LAND,,160,MEMORIAL CRES,2025,Residential,GENERAL,897000,897000,766000,766000,0,39010
03246029,3246029,009-136-738,LAND,,73,MOSS ST,2025,Residential,SCHOOL,1103000,1103000,253000,253000,0,39011
03244013,3244013,009-137-386,LAND,,128,EBERTS ST,2025,Residential,GENERAL,1104000,1104000,1133000,1133000,0,39012
03245017,3245017,003-521-125,LAND,,144,JOSEPH ST,2025,Residential,SCHOOL,1101000,1101000,1196000,1196000,0,39013
03246003,3246003,004-723-953,LAND,,1327,MAY ST,2025,Residential,SCHOOL,804000,804000,231000,231000,0,39014
03242038,3242038,009-137-939,LAND,,1514,DALLAS RD,2025,Residential,GENERAL,1440000,1440000,274000,274000,0,39015
03242011,3242011,009-139-443,LAND,,160,MEMORIAL CRES,2025,Residential,SCHOOL,897000,897000,766000,766000,0,39016
03246030,3246030,001-159-330,LAND,,77,MOSS ST,2025,Residential,GENERAL,1103000,1103000,230000,230000,0,39017
03244013,3244013,009-137-386,LAND,,128,EBERTS ST,2025,Residential,SCHOOL,1104000,1104000,1133000,1133000,0,39018
03245018,3245018,000-262-056,LAND,,140,JOSEPH ST,2025,Residential,GENERAL,1101000,1101000,590000,590000,0,39019
03246005,3246005,004-596-838,LAND,,194,OLIVE ST,2025,Residential,GENERAL,1103000,1103000,318000,318000,0,39020
03242038,3242038,009-137-939,LAND,,1514,DALLAS RD,2025,Residential,SCHOOL,1440000,1440000,274000,274000,0,39021
03242012,3242012,009-148-256,LAND,,170,MEMORIAL CRES,2025,Residential,GENERAL,55700,0,0,0,55700,39022
03246030,3246030,001-159-330,LAND,,77,MOSS ST,2025,Residential,SCHOOL,1103000,1103000,230000,230000,0,39023
03244014,3244014,002-032-601,LAND,,124,EBERTS ST,2025,Residential,GENERAL,1159000,1159000,544000,544000,0,39024
03245018,3245018,000-262-056,LAND,,140,JOSEPH ST,2025,Residential,SCHOOL,1101000,1101000,590000,590000,0,39025
03246005,3246005,004-596-838,LAND,,194,OLIVE ST,2025,Residential,SCHOOL,1103000,1103000,318000,318000,0,39026
03242039,3242039,009-137-947,LAND,,1510,DALLAS RD,2025,Residential,GENERAL,1449000,1449000,171000,171000,0,39027
03242012,3242012,009-148-256,LAND,,170,MEMORIAL CRES,2025,Residential,SCHOOL,55700,0,0,0,55700,39028
03246031,3246031,004-895-266,LAND,,81,MOSS ST,2025,Residential,GENERAL,1103000,1103000,242000,242000,0,39029
03244014,3244014,002-032-601,LAND,,124,EBERTS ST,2025,Residential,SCHOOL,1159000,1159000,544000,544000,0,39030
03245019,3245019,009-137-149,LAND,,134,JOSEPH ST,2025,Residential,GENERAL,1101000,1101000,380000,380000,0,39031
03246006,3246006,009-136-801,LAND,,190,OLIVE ST,2025,Residential,GENERAL,992000,992000,520000,520000,0,39032
03242039,3242039,009-137-947,LAND,,1510,DALLAS RD,2025,Residential,SCHOOL,1449000,1449000,171000,171000,0,39033
03242013,3242013,005-628-792,LAND,,120,MEMORIAL CRES,2025,Residential,GENERAL,1558000,1558000,233000,233000,0,39034
03246031,3246031,004-895-266,LAND,,81,MOSS ST,2025,Residential,SCHOOL,1103000,1103000,242000,242000,0,39035
03246032,3246032,000-668-648,LAND,,85,MOSS ST,2025,Residential,GENERAL,1103000,1103000,516000,516000,0,39036
03246032,3246032,000-668-648,LAND,,85,MOSS ST,2025,Residential,SCHOOL,1103000,1103000,516000,516000,0,39037
03246033,3246033,009-136-720,LAND,,89,MOSS ST,2025,Residential,GENERAL,1103000,1103000,547000,547000,0,39038
03246033,3246033,009-136-720,LAND,,89,MOSS ST,2025,Residential,SCHOOL,1103000,1103000,547000,547000,0,39039
03246034,3246034,009-148-141,LAND,,91,MOSS ST,2025,Residential,GENERAL,1103000,1103000,238000,238000,0,39040
03246034,3246034,009-148-141,LAND,,91,MOSS ST,2025,Residential,SCHOOL,1103000,1103000,238000,238000,0,39041
03246035,3246035,009-136-690,LAND,,95,MOSS ST,2025,Residential,GENERAL,1103000,1103000,210000,210000,0,39042
03246035,3246035,009-136-690,LAND,,95,MOSS ST,2025,Residential,SCHOOL,1103000,1103000,210000,210000,0,39043
03246036,3246036,009-136-673,LAND,,99,MOSS ST,2025,Residential,GENERAL,1103000,1103000,395000,395000,0,39044
03246036,3246036,009-136-673,LAND,,99,MOSS ST,2025,Residential,SCHOOL,1103000,1103000,395000,395000,0,39045
03246037,3246037,009-136-649,LAND,,101,MOSS ST,2025,Residential,GENERAL,1103000,1103000,526000,526000,0,39046
03246037,3246037,009-136-649,LAND,,101,MOSS ST,2025,Residential,SCHOOL,1103000,1103000,526000,526000,0,39047
03246038,3246038,004-678-842,LAND,,107,MOSS ST,2025,Residential,GENERAL,1103000,1103000,241000,241000,0,39048
03246038,3246038,004-678-842,LAND,,107,MOSS ST,2025,Residential,SCHOOL,1103000,1103000,241000,241000,0,39049
03246040,3246040,001-397-508,LAND,,119,MOSS ST,2025,Residential,GENERAL,1103000,1103000,672000,672000,0,39050
03246040,3246040,001-397-508,LAND,,119,MOSS ST,2025,Residential,SCHOOL,1103000,1103000,672000,672000,0,39051
03246041,3246041,009-136-584,LAND,,123,MOSS ST,2025,Residential,GENERAL,1103000,1103000,83200,83200,0,39052
03246041,3246041,009-136-584,LAND,,123,MOSS ST,2025,Residential,SCHOOL,1103000,1103000,83200,83200,0,39053
03246042,3246042,009-136-568,LAND,,125,MOSS ST,2025,Residential,GENERAL,1103000,1103000,345000,345000,0,39054
03246042,3246042,009-136-568,LAND,,125,MOSS ST,2025,Residential,SCHOOL,1103000,1103000,345000,345000,0,39055
03246043,3246043,001-516-477,LAND,,127,MOSS ST,2025,Residential,GENERAL,1103000,1103000,118000,118000,0,39056
03246043,3246043,001-516-477,LAND,,127,MOSS ST,2025,Residential,SCHOOL,1103000,1103000,118000,118000,0,39057
03246044,3246044,005-633-559,LAND,,129,MOSS ST,2025,Residential,GENERAL,1103000,1103000,397000,397000,0,39058
03246044,3246044,005-633-559,LAND,,129,MOSS ST,2025,Residential,SCHOOL,1103000,1103000,397000,397000,0,39059
03245019,3245019,009-137-149,LAND,,134,JOSEPH ST,2025,Residential,SCHOOL,1101000,1101000,380000,380000,0,39060
03246006,3246006,009-136-801,LAND,,190,OLIVE ST,2025,Residential,SCHOOL,992000,992000,520000,520000,0,39061
027-044-149,3242041,027-044-149,STRATA,,1522,DALLAS RD,2025,Residential,GENERAL,1197000,1197000,612000,612000,0,39062
03242013,3242013,005-628-792,LAND,,120,MEMORIAL CRES,2025,Residential,SCHOOL,1558000,1558000,233000,233000,0,39063
027-044-149,3242041,027-044-149,STRATA,,1522,DALLAS RD,2025,Residential,SCHOOL,1197000,1197000,612000,612000,0,39064
03245020,3245020,009-137-157,LAND,,130,JOSEPH ST,2025,Residential,GENERAL,1101000,1101000,179000,179000,0,39065
03244015,3244015,001-565-079,LAND,,116,EBERTS ST,2025,Residential,GENERAL,1214000,1214000,653000,653000,0,39066
03246007,3246007,003-416-950,LAND,,186,OLIVE ST,2025,Residential,GENERAL,1103000,1103000,448000,448000,0,39067
000-147-401,3242014,000-147-401,STRATA,GAR1,1540,DALLAS RD,2025,Residential,GENERAL,4400,4400,1000,1000,0,39068
027-044-157,3242042,027-044-157,STRATA,,1524,DALLAS RD,2025,Residential,GENERAL,1197000,1197000,613000,613000,0,39069
03245020,3245020,009-137-157,LAND,,130,JOSEPH ST,2025,Residential,SCHOOL,1101000,1101000,179000,179000,0,39070
03244015,3244015,001-565-079,LAND,,116,EBERTS ST,2025,Residential,SCHOOL,1214000,1214000,653000,653000,0,39071
03246007,3246007,003-416-950,LAND,,186,OLIVE ST,2025,Residential,SCHOOL,1103000,1103000,448000,448000,0,39072
000-147-401,3242014,000-147-401,STRATA,GAR1,1540,DALLAS RD,2025,Residential,SCHOOL,4400,4400,1000,1000,0,39073
027-044-157,3242042,027-044-157,STRATA,,1524,DALLAS RD,2025,Residential,SCHOOL,1197000,1197000,613000,613000,0,39074
03245021,3245021,009-137-181,LAND,,126,JOSEPH ST,2025,Residential,GENERAL,1101000,1101000,114000,114000,0,39075
03244016,3244016,000-049-433,LAND,,110,EBERTS ST,2025,Residential,GENERAL,1321000,1321000,1016000,1016000,0,39076
03246009,3246009,004-366-778,LAND,,174,OLIVE ST,2025,Residential,GENERAL,1103000,1103000,231000,231000,0,39077
000-147-419,3242015,000-147-419,STRATA,GAR2,1540,DALLAS RD,2025,Residential,GENERAL,4400,4400,1000,1000,0,39078
027-425-924,3242043,027-425-924,STRATA,,1518,DALLAS RD,2025,Residential,GENERAL,1163000,1163000,800000,800000,0,39079
03245021,3245021,009-137-181,LAND,,126,JOSEPH ST,2025,Residential,SCHOOL,1101000,1101000,114000,114000,0,39080
03245022,3245022,001-188-984,LAND,,118,JOSEPH ST,2025,Residential,GENERAL,1100000,1100000,63900,63900,0,39081
03245022,3245022,001-188-984,LAND,,118,JOSEPH ST,2025,Residential,SCHOOL,1100000,1100000,63900,63900,0,39082
03245023,3245023,006-454-330,LAND,,108,JOSEPH ST,2025,Residential,GENERAL,1100000,1100000,231000,231000,0,39083
03245023,3245023,006-454-330,LAND,,108,JOSEPH ST,2025,Residential,SCHOOL,1100000,1100000,231000,231000,0,39084
03245024,3245024,001-575-724,LAND,,104,JOSEPH ST,2025,Residential,GENERAL,1100000,1100000,573000,573000,0,39085
03245024,3245024,001-575-724,LAND,,104,JOSEPH ST,2025,Residential,SCHOOL,1100000,1100000,573000,573000,0,39086
03245025,3245025,000-027-057,LAND,,102,JOSEPH ST,2025,Residential,GENERAL,1076000,1076000,27900,27900,0,39087
03245025,3245025,000-027-057,LAND,,102,JOSEPH ST,2025,Residential,SCHOOL,1076000,1076000,27900,27900,0,39088
03245026,3245026,009-137-190,LAND,,1342,GEORGE ST,2025,Residential,GENERAL,906000,906000,8600,8600,0,39089
03245026,3245026,009-137-190,LAND,,1342,GEORGE ST,2025,Residential,SCHOOL,906000,906000,8600,8600,0,39090
03245029,3245029,004-592-191,LAND,,1332,GEORGE ST,2025,Residential,GENERAL,935000,935000,577000,577000,0,39091
03245029,3245029,004-592-191,LAND,,1332,GEORGE ST,2025,Residential,SCHOOL,935000,935000,577000,577000,0,39092
03245030,3245030,009-137-068,LAND,,115,OLIVE ST,2025,Residential,GENERAL,1100000,1100000,434000,434000,0,39093
03245030,3245030,009-137-068,LAND,,115,OLIVE ST,2025,Residential,SCHOOL,1100000,1100000,434000,434000,0,39094
03245031,3245031,001-319-787,LAND,,119,OLIVE ST,2025,Residential,GENERAL,1100000,1100000,226000,226000,0,39095
03245031,3245031,001-319-787,LAND,,119,OLIVE ST,2025,Residential,SCHOOL,1100000,1100000,226000,226000,0,39096
03245032,3245032,005-790-476,LAND,,123,OLIVE ST,2025,Residential,GENERAL,1101000,1101000,233000,233000,0,39097
03245032,3245032,005-790-476,LAND,,123,OLIVE ST,2025,Residential,SCHOOL,1101000,1101000,233000,233000,0,39098
03245033,3245033,009-148-019,LAND,,131,OLIVE ST,2025,Residential,GENERAL,1101000,1101000,144000,144000,0,39099
03245033,3245033,009-148-019,LAND,,131,OLIVE ST,2025,Residential,SCHOOL,1101000,1101000,144000,144000,0,39100
03245034,3245034,009-137-050,LAND,,137,OLIVE ST,2025,Residential,GENERAL,1101000,1101000,1258000,1258000,0,39101
03245034,3245034,009-137-050,LAND,,137,OLIVE ST,2025,Residential,SCHOOL,1101000,1101000,1258000,1258000,0,39102
03245035,3245035,001-037-773,LAND,,141,OLIVE ST,2025,Residential,GENERAL,1101000,1101000,270000,270000,0,39103
03245035,3245035,001-037-773,LAND,,141,OLIVE ST,2025,Residential,SCHOOL,1101000,1101000,270000,270000,0,39104
03245036,3245036,000-508-381,LAND,,145,OLIVE ST,2025,Residential,GENERAL,1101000,1101000,708000,708000,0,39105
03245036,3245036,000-508-381,LAND,,145,OLIVE ST,2025,Residential,SCHOOL,1101000,1101000,708000,708000,0,39106
03245037,3245037,009-137-041,LAND,,147,OLIVE ST,2025,Residential,GENERAL,1101000,1101000,1129000,1129000,0,39107
03245037,3245037,009-137-041,LAND,,147,OLIVE ST,2025,Residential,SCHOOL,1101000,1101000,1129000,1129000,0,39108
03245038,3245038,001-905-503,LAND,,151,OLIVE ST,2025,Residential,GENERAL,1102000,1102000,287000,287000,0,39109
03245038,3245038,001-905-503,LAND,,151,OLIVE ST,2025,Residential,SCHOOL,1102000,1102000,287000,287000,0,39110
03245039,3245039,004-544-722,LAND,,153,OLIVE ST,2025,Residential,GENERAL,1102000,1102000,1097000,1097000,0,39111
03245039,3245039,004-544-722,LAND,,153,OLIVE ST,2025,Residential,SCHOOL,1102000,1102000,1097000,1097000,0,39112
03245040,3245040,009-137-033,LAND,,157,OLIVE ST,2025,Residential,GENERAL,1102000,1102000,198000,198000,0,39113
03245040,3245040,009-137-033,LAND,,157,OLIVE ST,2025,Residential,SCHOOL,1102000,1102000,198000,198000,0,39114
